商品ID,品牌,商品名称,商品类别,商品来源,商品URL,商品单价,商品销量,商品月销量,商品评论量,商品参数,卖家名称,卖家所在地,店铺类型,采集日期,采集城市,类目树
11167129,南宫温泉水世界,南宫温泉度假酒店/南宫温泉水世界,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/11167129,758,10,NULL,,"有效期 2015-03-23至2015-04-30 预约信息 请您提前3天预约 规则提醒 当日14:00后入住，次日12:00前退房 每张团购券最多3人使用 每次消费可免费携带1名1.4米以下儿童 需缴纳押金，每间500元押金 请您不要携带宠物入内 房间不可加床 不再与其他优惠同享 前台补房差100元可升级至酒店豪华大床房，预约时请向商家说明 前台补房差补300元可升级至酒店套房并赠送100元餐饮代金券，预约时请向商家说明 餐饮代金券于住店期间可在店内任意餐厅午、晚餐零点使用，不含水世界自助餐 温泉水世界须着泳装、泳帽入水，禁带食品，禁止酒后入馆；禁止携带宠物及易燃易爆等危险品入店 不限购买数量，可叠加使用，连续入住 套票内所含项目不拆分售卖，请您根据行程时间自行安排，须在住店期间使用 相关营业时间：早餐07-10:00，午餐11:00-14:00，晚餐18:00-21:00，温泉水世界10:00-21:00，康乐18:00-24:00，周末影视厅晚场放映：周五和周六19:30-21:00各一场 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",南宫温泉水世界, ,NULL,2015-04-29 22:11:08,NULL,NULL
11572904,明十三陵,八达岭长城十三陵纯净无自费一日游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/11572904,86,65,NULL,16,"有效期 2015-04-14至2015-07-31 预约信息 预约电话：010-57256219 请您提前1天预约 规则提醒 每日发团 五环内免费上门接，赠送升国旗仪式，全程高品质无自费，。 天天发团，至少一人成团，含午餐不含早晚餐。 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",明十三陵, ,NULL,2015-04-29 22:11:08,NULL,NULL
6173850,十渡宝源农家院,十渡农家院一日游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6173850,230,0,NULL,,使用时间 2014-06-07至2015-07-19 预约信息 至少提前2天预约 使用规则 如遇特殊日期需另补差价，具体详情请咨询商户 团购券仅限1人使用 团购券请于到店时出示 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 团购券一经验证即代表消费成功，不可申请退款，请您合理安排使用时间一经兑换，不退换，遗失不补,十渡宝源农家院, ,NULL,2015-04-29 22:11:08,NULL,NULL
6174191,十渡汇通农家院,十渡农家院食宿游玩,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6174191,100,14,NULL,2,使用时间 2014-06-07至2015-07-19 预约信息 至少提前2天预约 使用规则 如遇特殊日期需另补差价，具体详情请咨询商户 团购券仅限1人使用 团购券请于到店时出示 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 团购券一经验证即代表消费成功，不可申请退款，请您合理安排使用时间一经兑换，不退换，遗失不补,十渡汇通农家院, ,NULL,2015-04-29 22:11:08,NULL,NULL
6173643,十渡宝源农家院,北京七渡宝源餐厅,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6173643,100,0,NULL,,使用时间 2014-06-07至2015-07-19 预约信息 至少提前2天预约 使用规则 如遇特殊日期需另补差价，具体详情请咨询商户 团购券仅限1人使用 团购券请于到店时出示 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 团购券一经验证即代表消费成功，不可申请退款，请您合理安排使用时间一经兑换，不退换，遗失不补,十渡宝源农家院, ,NULL,2015-04-29 22:11:08,NULL,NULL
6179732,刘玉香农家院,刘玉香农家院,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6179732,428,0,NULL,,使用时间 2014-06-11至2015-06-06 预约信息 至少提前2天预约 使用规则 团购券仅限开设2间房间 团购券仅限4人使用 办理入住时需出示身份证件（一人一证） 团购券请于到店时出示 提供免费wifi 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 免费停车,刘玉香农家院, ,NULL,2015-04-29 22:11:08,NULL,NULL
6174204,十渡汇通农家院,北京十渡农家院一日游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6174204,230,1,NULL,1,使用时间 2014-06-07至2015-07-19 预约信息 至少提前2天预约 使用规则 如遇特殊日期需另补差价，具体详情请咨询商户 团购券仅限1人使用 团购券请于到店时出示 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 团购券一经验证即代表消费成功，不可申请退款，请您合理安排使用时间一经兑换，不退换，遗失不补,十渡汇通农家院, ,NULL,2015-04-29 22:11:08,NULL,NULL
6173964,十渡宝源农家院,北京七渡宝源餐厅,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6173964,270,0,NULL,,使用时间 2014-06-07至2015-07-19 预约信息 至少提前2天预约 使用规则 如遇特殊日期需另补差价，具体详情请咨询商户 团购券仅限1人使用 团购券请于到店时出示 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 团购券一经验证即代表消费成功，不可申请退款，请您合理安排使用时间一经兑换，不退换，遗失不补,十渡宝源农家院, ,NULL,2015-04-29 22:11:08,NULL,NULL
6174260,十渡汇通农家院,北京七渡汇通餐厅,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6174260,270,0,NULL,,使用时间 2014-06-07至2015-07-19 预约信息 至少提前2天预约 使用规则 如遇特殊日期需另补差价，具体详情请咨询商户 团购券仅限1人使用 团购券请于到店时出示 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 团购券一经验证即代表消费成功，不可申请退款，请您合理安排使用时间一经兑换，不退换，遗失不补,十渡汇通农家院, ,NULL,2015-04-29 22:11:08,NULL,NULL
6174337,十渡汇通农家院,北京七渡汇通餐厅,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6174337,550,1,NULL,1,"使用时间 2014-06-07至2015-07-19 预约信息 至少提前2天预约 使用规则 团购券建议多人使用 团购券请于到店时出示 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",十渡汇通农家院, ,NULL,2015-04-29 22:11:08,NULL,NULL
6242906,金圣农家院,金圣农家院,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6242906,180,0,NULL,,使用时间 2014-06-26至2015-07-19 除外日期：2014-10-01至2014-10-07 预约信息 至少提前1天预约 电话：15075230696 使用规则 入住时间：12:00后入住，退房时间：次日12:00前退房 团购券最多1人使用 入住请持本人有效身份证（一人一证），须缴纳押金，具体情况详询商户 不可携带宠物入内 提供免费wifi 免费提供10个停车位 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出,金圣农家院, ,NULL,2015-04-29 22:11:08,NULL,NULL
6234097,雨彤农家院,雨彤农家院,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6234097,158,0,NULL,,有效期 2014-06-24至2015-08-28 预约信息 请您提前3天预约 规则提醒 不再与店内其他优惠同享 商家服务 提供免费停车位 温馨提示 如需团购券发票，请在消费时向验券商户索要,雨彤农家院, ,NULL,2015-04-29 22:11:08,NULL,NULL
6237187,伊户人家农家院,伊户人家农家院,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6237187,88,0,NULL,,使用时间 2014-06-25至2015-07-19 预约信息 至少提前1天预约 使用规则 团购券仅限1人使用 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出,伊户人家农家院, ,NULL,2015-04-29 22:11:08,NULL,NULL
6264484,十渡龙凤园,十渡龙凤农家院,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6264484,118,0,NULL,,有效期 2014-07-01至2015-07-19 预约信息 请您提前1天预约 规则提醒 不再与店内其他优惠同享 温馨提示 如需团购券发票，请在消费时向验券商户索要,十渡龙凤园, ,NULL,2015-04-29 22:11:08,NULL,NULL
6484362,龙庆峡玉凤农家院,龙庆峡玉凤农家院,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6484362,78,1,NULL,1,使用时间 2014-08-22至2015-05-18 除外日期：国家规定的小长假不可用 预约信息 请您提前1天预约 使用规则 团购券最多1人使用 提供免费wifi 不再与店内其他优惠同享 如需团购券发票，请您在消费时向商户提出 提供免费停车位,龙庆峡玉凤农家院, ,NULL,2015-04-29 22:11:08,NULL,NULL
8637694,柏瑞精品海景酒店,三亚5天4晚自由行,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/8637694,4,1,NULL,,"有效期 2014-12-14至2015-06-30 元旦不可用 2015-02-01至2015-03-06、2015-04-29至2015-05-04不可用 预约信息 预约商户名：北京忆海假期旅行社 预约电话：010-50871256、010-50871257、010-50871258、18010428661（可拨打时间：8:30-23:30） 可加商户QQ进行预约:2955238720/1903535458 请您提前3天预约 规则提醒 随时入住，第五天12:00前退房 每张团购券最多1人使用 国家法定节假日及特殊日期使用需补差价1700元/间/晚； 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",柏瑞精品海景酒店, ,NULL,2015-04-29 22:11:08,NULL,NULL
10590685,燕龙生态度假村,北京燕龙生态度假村双人温泉游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/10590685,418,6,NULL,1,"有效期 2015-02-09至2015-07-01 预约信息 请您提前3天预约 规则提醒 当日14:00后入住，次日12:00前退房 取票地点：主楼大厅，取票时间：9:00-23:00 不再与其他优惠同享 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",燕龙生态度假村, ,NULL,2015-04-29 22:11:08,NULL,NULL
11453866,山水云间度假酒店,山水云间休闲度假山庄,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/11453866,338,0,NULL,,"有效期 2015-04-02至2015-06-30 预约信息 请您提前1天预约 规则提醒 入住时间：12:00以后，退房时间：12:00以前 需缴纳押金，每间500元押金 不再与其他优惠同享 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",山水云间度假酒店, ,NULL,2015-04-29 22:11:08,NULL,NULL
11454222,山水云间度假酒店,山水云间休闲度假山庄,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/11454222,338,0,NULL,,"有效期 2015-04-02至2015-06-30 每周五、周六不可用 预约信息 请您提前1天预约 规则提醒 入住时间：12:00以后，退房时间：12:00以前 需缴纳押金，每间500元押金 不再与其他优惠同享 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",山水云间度假酒店, ,NULL,2015-04-29 22:11:08,NULL,NULL
11463639,山水云间度假酒店,山水云间休闲度假山庄,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/11463639,438,0,NULL,,"有效期 2015-04-03至2015-06-30 每周五、周六不可用 预约信息 请您提前1天预约 规则提醒 入住时间：12:00以后，退房时间：12:00以前 需缴纳押金，每间500元押金 不再与其他优惠同享 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",山水云间度假酒店, ,NULL,2015-04-29 22:11:08,NULL,NULL
11483555,孤山寨风景区,十渡驿青春客栈/孤山寨/东湖港/乐谷银滩,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/11483555,650,0,NULL,,"有效期 2015-04-06至2015-11-15 劳动节、端午节、国庆节、中秋节不可用 预约信息 预约电话：010-56208860，18612097980 请您提前1天预约 规则提醒 随时入住，次日12:00前退房 每张团购券最多1人使用 具体押金金额详询商户 不再与其他优惠同享 10人以上送烤虹鳟鱼1条 免费提供烧烤工具 真人CS非实弹射击 团购券接待时间：09:00-22:00 周末使用需每位到店补30元差额 免费WiFi，免费停车 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",孤山寨风景区, ,NULL,2015-04-29 22:11:08,NULL,NULL
11601747,北京青年旅行社,北京青年旅行社,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/11601747,28.8,0,NULL,,"有效期 2015-04-16至2015-06-30 预约信息 请您提前1天预约 规则提醒 每张团购券最多1人使用 每日发团 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",北京青年旅行社, ,NULL,2015-04-29 22:11:08,NULL,NULL
11712074,容盛生态农庄,亲子一日游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/11712074,199,0,NULL,,"有效期 2015-04-24至2015-09-30 预约信息 请您提前1天预约 规则提醒 入住时间：12:00以后，退房时间：次日12:00以前 不再与其他优惠同享 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",容盛生态农庄, ,NULL,2015-04-29 22:11:08,NULL,NULL
2035153,清水湾·沁温泉度假山庄,清水湾沁温泉双人养生套餐双人行,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/2035153,738,12,NULL,1,"有效期 2013-11-23至2015-06-29 预约信息 平日请提前1天预约，周末、节假日请提前2天预约，预约保留详情请您咨询商家，改约详情请您咨询商家 适用人数 每张团购券最多2人使用 规则提醒 不再与店内其他优惠同享 商家服务 停车位信息详询商户 温馨提示 如需团购券发票，请在消费时向验券商户索要 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",清水湾·沁温泉度假山庄, ,NULL,2015-04-29 22:11:08,NULL,NULL
2074506,牛奶海,稻城亚丁3日游自由行套票,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/2074506,808,0,NULL,,"使用时间 2013-12-18至2015-09-02 预约信息 至少提前2天预约 预约商户：白鹿游 预约电话：4000286877、18980757528 使用规则 团购券仅限1人使用 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付 温馨提示 办理入住时需出示身份证件（一人一证） 如因人数不足或因天气等不可抗力因素延期发团，需与商家协商而定 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 行程:（注：行程中标注均为正常情况下之车行时间；如果由于天气、路况或其他原因，出于安全考虑，行车时间有可能相应增加） 特别提示：本线路条件相对艰苦，属高山探险旅游，凡有高血压、心脏病、脑溢血、冠心病等病情，为了您的安全请勿隐瞒病情另择他线或请提前告知旅行社，并做好准备。 注意事项： 1、如患有心脏病、高血压、呼吸系统疾病、重感冒患者、脑溢血、冠心病等病情以及医生认为不宜进高原者，为了您的安全请勿隐瞒病情另择他线或请提前告知我公司，并做好准备； 2、如因游客自身高原反应或其他自身原因中途退出行程,所有费用不退,我公司有义务协助游客办理其他各项事宜,所产生的费用由游客自理； 3、高原温差大，请备好防寒外套及毛衣，因日照强烈，请备防晒霜，墨镜及雨伞等； 4、如有单男单女，请游客自理单房差； 5、如遇人力不可抗拒的因素(如塌方、泥石流、堵车、交通管制、修路等)影响行程的特殊情况，所引起费用增加，请客人自理并理解； 6、本产品为自由行产品，行程中所列景点由游客自行游览； 7、因道路交通事故造成甲方人身伤害及财物损失，意外保险赔偿按照《中华人民共和国交通事故处理办法》进行赔偿； 8、适量饮用酥油茶、奶制品、红景天等饮料可增强对高原气候的适应能力。 9、初入高原多休息，多喝水多吃水果，控制烟酒。 10、饮食宜有节制，不可暴饮暴食，以免增加肠胃负担。高原地区不要奔跑和剧烈运动，少洗澡以避免感冒和耗体力，若有感冒，咳嗽、发烧等症况，请及时吃药和看医生，否则很容易转化成肺气肿。 11、四川甘孜州公路常有修建状况，路况较差，造成时间延误敬请谅解。 12、沿途系康巴藏族地区，请游客尊重当地宗教信仰、民俗民风，不要以城市人的心态及标准去衡量当地条件。",牛奶海, ,NULL,2015-04-29 22:11:08,NULL,NULL
